Year,State,Region,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,A%_<40,A%_40-64,A%_65-84,A%_85+,F%,M%,White%,AfrA%,His%,Asian%,Indig%,Unknown%,ha%,af%,hf%,dm%,hc%,hyp%,ihd%,strokeorTIA%,obesity%,pad%,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of people who used Medicare Part D prescription drugs,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Part B drug FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid clinic services,Total Medicaid FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid clinic payments,NumHA,NumAF,NumHF,NumDM,NumHC,NumHYP,NumIHD,NumOBESITY,NumSTROKE,NumPAD
2006,WA,West,Medicare Only,746496,568323,301787,266536,0.0078,0.0909,0.77,0.131,0.53,0.47,0.921,0.0183,0.0252,0.017,0.0075,0.0106,0.0071,0.078,0.123,0.184,0.317,0.402,0.217,0.03,0.022,0.069,317148.0,362745.0,406046.0,134424.0,268488.0,4584768714,1225295534.0,23750522.0,121546345.0,261469479.0,154902271.0,85207310.0,226578995.0,,,,,,,,,,5300.1216,58226.688,91819.008,137355.264,236639.232,300091.392,161989.632,16422.912,22394.879999999997,51508.224
2006,WI,Midwest,Medicare Only,740548,620529,347431,273098,0.0064,0.0746,0.787,0.132,0.547,0.453,0.956,0.0238,0.0036,0.0083,0.004,0.0045,0.0082,0.0754,0.131,0.201,0.343,0.451,0.254,0.0259,0.0409,0.0796,341643.0,401430.0,455672.0,152760.0,233288.0,4532225410,1439374907.0,16186093.0,131715086.0,252828894.0,112240877.0,84193757.0,200585076.0,,,,,,,,,,6072.493600000001,55837.3192,97011.788,148850.14800000002,254007.964,333987.148,188099.192,30288.4132,19180.193199999998,58947.620800000004
2006,WV,Southeast,Medicare Only,305843,267122,137917,129205,0.011,0.17,0.716,0.103,0.513,0.487,0.968,0.0226,0.0022,0.0029,0.0003,0.0046,0.0108,0.0652,0.146,0.256,0.433,0.547,0.323,0.034,0.032,0.0817,146812.0,179398.0,197878.0,75438.0,102789.0,1921693084,683890505.0,10033426.0,40807456.0,114146815.0,57090183.0,56074614.0,115028734.0,,,,,,,,,,3303.1044,19940.9636,44653.077999999994,78295.808,132430.019,167296.121,98787.289,9786.976,10398.662,24987.373099999997
2006,WY,West,Medicare Only,66634,61975,32329,29646,0.0082,0.0868,0.794,0.111,0.513,0.487,0.944,0.0046,0.0035,0.0337,0.0081,0.0059,0.0071,0.0535,0.12,0.166,0.216,0.346,0.221,0.0239,0.0253,0.0626,35412.0,38195.0,38999.0,16782.0,26545.0,389872191,143991649.0,1492212.0,10034612.0,30222476.0,12486178.0,17812579.0,22889781.0,,,,,,,,,,473.1014,3564.919,7996.08,11061.244,14392.944,23055.363999999998,14726.114,1685.8401999999999,1592.5526,4171.2884
2007,AK,West,Medicare Only,46336,41493,20319,21174,0.0094,0.0996,0.815,0.0762,0.482,0.518,0.803,0.0231,0.0203,0.0166,0.124,0.0129,0.0067,0.0652,0.0992,0.178,0.262,0.376,0.195,0.0209,0.0355,0.0431,19197.0,24377.0,25904.0,7404.0,8815.0,262535946,115357697.0,767231.0,6358822.0,17017848.0,7922986.0,4745988.0,12766322.0,,,,,,,,,,310.45120000000003,3021.1072,4596.531199999999,8247.807999999999,12140.032000000001,17422.336,9035.52,1644.9279999999999,968.4223999999999,1997.0816
2007,AL,Southeast,Medicare Only,627345,521143,278138,243005,0.0154,0.164,0.727,0.0936,0.525,0.475,0.826,0.163,0.0025,0.004,0.0007,0.0037,0.0081,0.0693,0.153,0.249,0.404,0.559,0.297,0.0416,0.0309,0.0774,331117.0,371757.0,416051.0,159646.0,241324.0,4467699391,1267668984.0,35768325.0,162472827.0,265269614.0,137504499.0,118237258.0,310730203.0,,,,,,,,,,5081.4945,43475.0085,95983.785,156208.905,253447.38,350685.85500000004,186321.465,19384.9605,26097.552,48556.503
2007,AR,Southeast,Medicare Only,405033,353722,187699,166023,0.0133,0.152,0.735,0.0992,0.52,0.48,0.906,0.0776,0.0028,0.0062,0.0032,0.0037,0.0086,0.0649,0.14,0.204,0.327,0.477,0.303,0.0373,0.0269,0.0702,205615.0,239323.0,273342.0,99761.0,177338.0,2623450162,779590603.0,26421138.0,98552915.0,160117138.0,76258550.0,78645698.0,214943877.0,,,,,,,,,,3483.2838,26286.6417,56704.62,82626.73199999999,132445.791,193200.74099999998,122724.999,10895.3877,15107.7309,28433.3166
2007,AZ,Southwest,Medicare Only,731981,464824,242569,222255,0.0081,0.0966,0.784,0.111,0.524,0.476,0.873,0.0206,0.0092,0.077,0.0134,0.0066,0.0075,0.0717,0.114,0.187,0.383,0.46,0.269,0.0335,0.0306,0.0805,286900.0,312547.0,350814.0,107058.0,337302.0,5406471501,1147712824.0,18301647.0,118840459.0,281112625.0,157615833.0,86111286.0,320691483.0,,,,,,,,,,5489.8575,52483.0377,83445.834,136880.447,280348.723,336711.26,196902.88900000002,22398.618599999998,24521.363500000003,58924.4705
2007,CA,West,Medicare Only,3426605,1839709,981184,858525,0.0062,0.0829,0.774,0.136,0.539,0.461,0.739,0.0535,0.0627,0.125,0.003,0.0173,0.0063,0.0728,0.137,0.196,0.376,0.453,0.267,0.0351,0.0311,0.0772,1064791.0,1153798.0,1284266.0,374565.0,1791062.0,27364359750,4809165582.0,103680023.0,491950684.0,1101043957.0,540890947.0,280855473.0,1643750786.0,,,,,,,,,,21587.6115,249456.844,469444.885,671614.5800000001,1288403.48,1552252.065,914903.535,106567.4155,120273.8355,264533.906
2007,CO,West,Medicare Only,506767,315330,167192,148138,0.01,0.0943,0.781,0.115,0.537,0.463,0.873,0.0276,0.0111,0.0789,0.0019,0.007,0.0063,0.0639,0.117,0.162,0.297,0.398,0.218,0.027,0.0272,0.0571,185990.0,208460.0,234981.0,84489.0,234390.0,3560763555,727158256.0,13033962.0,82867557.0,161178777.0,65735082.0,89728463.0,233596593.0,,,,,,,,,,3192.6321,32382.4113,59291.739,82096.254,150509.799,201693.266,110475.206,13784.062399999999,13682.709,28936.395699999997
2007,CT,Northeast,Medicare Only,463528,383630,216158,167472,0.0074,0.0727,0.771,0.149,0.554,0.446,0.905,0.049,0.01,0.0263,0.0005,0.009,0.0083,0.0996,0.139,0.234,0.447,0.557,0.305,0.0351,0.0289,0.0983,239927.0,267554.0,304803.0,89031.0,185050.0,3733831048,1168294235.0,26839182.0,117528009.0,211344167.0,111921556.0,56374473.0,223124186.0,,,,,,,,,,3847.2824,46167.3888,64430.39200000001,108465.55200000001,207197.016,258185.09600000002,141376.04,13395.9592,16269.8328,45564.8024
2007,DC,Northeast,Medicare Only,57436,41139,23695,17444,0.009,0.0673,0.748,0.176,0.568,0.432,0.336,0.614,0.0112,0.021,0.0004,0.0172,0.007,0.048,0.136,0.237,0.332,0.502,0.251,0.0389,0.0286,0.0958,22865.0,27764.0,30434.0,8321.0,13102.0,386748619,143570001.0,2084264.0,9930186.0,20760290.0,12385711.0,5142828.0,15841716.0,,,,,,,,,,402.052,2756.928,7811.296,13612.331999999999,19068.752,28832.872,14416.436,1642.6696,2234.2603999999997,5502.3688
2007,DE,Northeast,Medicare Only,120188,110656,60038,50618,0.0087,0.102,0.783,0.107,0.537,0.463,0.854,0.115,0.0099,0.0126,0.0004,0.0076,0.0082,0.0869,0.141,0.27,0.549,0.594,0.339,0.0392,0.046,0.107,70233.0,79706.0,87202.0,27231.0,43821.0,912237527,317297304.0,4697627.0,24026639.0,65131816.0,35430803.0,18849084.0,58022226.0,,,,,,,,,,985.5416000000001,10444.3372,16946.507999999998,32450.760000000002,65983.212,71391.67199999999,40743.732,5528.648,4711.3696,12860.116
2007,FL,Southeast,Medicare Only,2707074,1945993,1041720,904273,0.0065,0.086,0.781,0.127,0.531,0.469,0.836,0.0668,0.0075,0.0824,0.0005,0.007,0.0086,0.0877,0.143,0.239,0.512,0.551,0.381,0.0423,0.0357,0.0982,1332072.0,1436582.0,1598041.0,535056.0,1204830.0,22973804976,4549126144.0,98231979.0,659070470.0,1526122946.0,844633460.0,419497103.0,1300631043.0,,,,,,,,,,23280.8364,237410.3898,387111.582,646990.686,1386021.888,1491597.7740000002,1031395.194,96642.5418,114509.23019999999,265834.6668
2007,GA,Southeast,Medicare Only,911572,784813,425490,359322,0.0124,0.131,0.76,0.0969,0.535,0.465,0.793,0.183,0.008,0.0106,0.0004,0.0054,0.008,0.0654,0.131,0.243,0.412,0.555,0.274,0.0355,0.0344,0.0794,471734.0,539226.0,618455.0,221407.0,387491.0,6379719993,1820958859.0,43899133.0,201114849.0,413283414.0,200726439.0,166511259.0,523358393.0,,,,,,,,,,7292.576,59616.8088,119415.932,221511.99599999998,375567.664,505922.46,249770.72800000003,31358.0768,32360.805999999997,72378.8168
2007,HI,West,Medicare Only,166449,87833,45592,42241,0.006,0.0667,0.786,0.142,0.535,0.465,0.259,0.0064,0.567,0.0533,0.0005,0.113,0.0068,0.0514,0.104,0.247,0.503,0.528,0.222,0.0359,0.0195,0.0446,42241.0,52812.0,65105.0,14518.0,87585.0,978828144,173952273.0,1617006.0,12081850.0,32618977.0,12513175.0,6606101.0,84239797.0,,,,,,,,,,1131.8532,8555.4786,17310.696,41112.903,83723.847,87885.072,36951.678,3245.7555,5975.5191,7423.6254
2007,IA,Midwest,Medicare Only,446829,374323,211540,162783,0.0055,0.0648,0.778,0.152,0.555,0.445,0.977,0.0093,0.003,0.0056,0.0008,0.004,0.0088,0.0788,0.132,0.206,0.357,0.481,0.269,0.0276,0.0289,0.102,229441.0,256002.0,280076.0,107009.0,239554.0,2827107872,858759229.0,11668775.0,88605562.0,153763794.0,65279613.0,67853030.0,237374913.0,,,,,,,,,,3932.0952,35210.125199999995,58981.428,92046.77399999999,159517.95299999998,214924.74899999998,120197.001,12913.3581,12332.4804,45576.558
2007,ID,West,Medicare Only,186057,138772,71970,66802,0.0085,0.0928,0.778,0.121,0.515,0.485,0.96,0.0017,0.0057,0.0204,0.0061,0.0062,0.0063,0.0688,0.125,0.194,0.296,0.4,0.224,0.0254,0.025,0.0363,78633.0,84959.0,95529.0,37052.0,81296.0,1129006198,261829257.0,5506599.0,18223971.0,58652560.0,20933242.0,29574420.0,84457335.0,,,,,,,,,,1172.1591,12800.7216,23257.125,36095.058000000005,55072.871999999996,74422.8,41676.768000000004,4651.425,4725.8478,6753.8691
2007,IL,Midwest,Medicare Only,1524089,1303428,735504,567924,0.0083,0.0771,0.776,0.139,0.556,0.444,0.844,0.0975,0.0134,0.0376,0.0003,0.0076,0.0089,0.0792,0.157,0.23,0.406,0.534,0.301,0.0374,0.0377,0.0973,767640.0,874699.0,978006.0,334851.0,629431.0,11447411037,3625200517.0,54404311.0,339214499.0,660981122.0,283969334.0,224758888.0,774224127.0,,,,,,,,,,13564.3921,120707.8488,239281.973,350540.47000000003,618780.1340000001,813863.5260000001,458750.789,57458.1553,57000.92860000001,148293.8597
2007,IN,Midwest,Medicare Only,838617,714036,397531,316505,0.0103,0.0971,0.772,0.12,0.55,0.45,0.924,0.0557,0.004,0.0111,0.0003,0.0046,0.0094,0.0707,0.153,0.243,0.396,0.533,0.303,0.0366,0.04,0.0914,422527.0,485642.0,539098.0,207118.0,332814.0,5805968204,1695347733.0,27636252.0,197057637.0,316799481.0,148974030.0,151346573.0,421336567.0,,,,,,,,,,7882.9998000000005,59290.2219,128308.401,203783.93099999998,332092.332,446982.86100000003,254100.951,33544.68,30693.3822,76649.5938
2007,KS,Midwest,Medicare Only,372422,325607,181851,143756,0.0079,0.0825,0.766,0.144,0.551,0.449,0.93,0.0352,0.0055,0.0195,0.0039,0.0055,0.0084,0.073,0.144,0.208,0.353,0.496,0.281,0.0326,0.031,0.0875,200576.0,231556.0,251281.0,93076.0,184085.0,2630116289,749236452.0,18208613.0,104286776.0,158694977.0,74459107.0,72985418.0,212533253.0,,,,,,,,,,3128.3448,27186.805999999997,53628.768,77463.776,131464.966,184721.312,104650.58200000001,11545.082,12140.957199999999,32586.925
2007,KY,Southeast,Medicare Only,580863,486141,254967,231174,0.0148,0.169,0.716,0.1,0.523,0.477,0.944,0.0461,0.0025,0.0031,0.0003,0.0041,0.0106,0.0669,0.152,0.242,0.411,0.541,0.313,0.0341,0.0382,0.0852,283784.0,330522.0,379350.0,146482.0,227385.0,4019378754,1243154469.0,19642787.0,111857282.0,214691766.0,106084316.0,116437981.0,313847902.0,,,,,,,,,,6157.1478,38859.7347,88291.17599999999,140568.846,238734.693,314246.88300000003,181810.119,22188.9666,19807.4283,49489.5276
2007,LA,Southeast,Medicare Only,500616,379234,197209,182025,0.0115,0.128,0.749,0.111,0.516,0.484,0.781,0.189,0.0042,0.0199,0.0009,0.0058,0.0076,0.0694,0.154,0.236,0.385,0.549,0.321,0.0386,0.0373,0.0912,221087.0,260679.0,279042.0,104228.0,208966.0,3972818044,885948147.0,39667282.0,95860258.0,188262302.0,102175784.0,82709604.0,277445948.0,,,,,,,,,,3804.6816,34742.750400000004,77094.864,118145.37599999999,192737.16,274838.184,160697.736,18672.9768,19323.7776,45656.1792
2007,MA,Northeast,Medicare Only,803439,576144,325264,250880,0.007,0.0754,0.771,0.147,0.556,0.444,0.937,0.0258,0.0097,0.0174,0.0003,0.0101,0.0098,0.0985,0.144,0.21,0.423,0.537,0.291,0.0367,0.0355,0.103,353154.0,398745.0,433015.0,124671.0,313634.0,6503422186,1699953737.0,49924072.0,85667309.0,279483320.0,137049264.0,73281410.0,332515957.0,,,,,,,,,,7873.7022,79138.7415,115695.21599999999,168722.19,339854.697,431446.743,233800.74899999998,28522.084499999997,29486.211300000003,82754.21699999999
2007,MD,Southeast,Medicare Only,657573,561736,317091,244645,0.0086,0.0877,0.775,0.128,0.554,0.446,0.757,0.199,0.02,0.0138,0.0004,0.0098,0.0098,0.077,0.15,0.254,0.461,0.572,0.31,0.0433,0.0452,0.125,352047.0,396976.0,450940.0,142234.0,197299.0,5689872651,2318444299.0,14401338.0,154897985.0,337734462.0,204122378.0,98147133.0,268994578.0,,,,,,,,,,6444.2154,50633.121,98635.95,167023.54200000002,303141.153,376131.756,203847.63,29722.2996,28472.9109,82196.625
2007,ME,Northeast,Medicare Only,172944,156527,81513,75014,0.0086,0.107,0.772,0.112,0.513,0.487,0.984,0.0023,0.0026,0.0029,0.0014,0.0066,0.0101,0.0813,0.108,0.198,0.407,0.476,0.251,0.0285,0.0349,0.0673,85499.0,101831.0,104130.0,33914.0,55443.0,976736716,321651742.0,3827363.0,25240190.0,58912030.0,23334398.0,20487866.0,55428877.0,,,,,,,,,,1746.7343999999998,14060.3472,18677.952,34242.912000000004,70388.208,82321.344,43408.944,6035.7456,4928.904,11639.1312
2007,MI,Midwest,Medicare Only,1368846,1081433,589300,492133,0.0093,0.106,0.76,0.125,0.545,0.455,0.879,0.0947,0.0058,0.012,0.0025,0.006,0.0107,0.076,0.172,0.279,0.421,0.542,0.377,0.039,0.0369,0.0974,685174.0,782302.0,812177.0,338920.0,475864.0,10806167495,3134688517.0,55708231.0,286071388.0,639072831.0,315915589.0,227228478.0,548726374.0,,,,,,,,,,14646.652199999999,104032.296,235441.512,381908.03400000004,576284.166,741914.532,516054.942,50510.417400000006,53384.994,133325.6004
2007,MN,Midwest,Medicare Only,640545,435155,237844,197311,0.0066,0.0699,0.787,0.137,0.543,0.457,0.968,0.0102,0.0055,0.0056,0.0045,0.006,0.0085,0.0763,0.115,0.183,0.298,0.415,0.223,0.026,0.0338,0.0527,244988.0,291372.0,320444.0,114799.0,340530.0,4302259034,1229655844.0,15367788.0,96868932.0,183676090.0,76776760.0,65399969.0,340295494.0,,,,,,,,,,5444.632500000001,48873.58350000001,73662.675,117219.735,190882.41,265826.175,142841.535,21650.421,16654.17,33756.7215
2007,MO,Midwest,Medicare Only,817617,630706,345241,285465,0.01,0.107,0.761,0.122,0.543,0.457,0.916,0.0667,0.004,0.0075,0.0013,0.0044,0.0092,0.0727,0.142,0.222,0.377,0.514,0.298,0.0374,0.0351,0.106,372368.0,429067.0,477010.0,171348.0,383510.0,5769990266,1537839511.0,29403468.0,152274533.0,293487376.0,127861831.0,131403810.0,425451781.0,,,,,,,,,,7522.0764,59440.755900000004,116101.61399999999,181510.97400000002,308241.609,420255.13800000004,243649.86599999998,28698.3567,30578.8758,86667.402
2007,MS,Southeast,Medicare Only,345971,309974,164748,145226,0.0162,0.159,0.731,0.0943,0.525,0.475,0.79,0.198,0.0028,0.0043,0.0012,0.0037,0.0081,0.0575,0.137,0.229,0.314,0.518,0.265,0.0341,0.0294,0.0626,177089.0,206520.0,235783.0,92973.0,155198.0,2404009072,693082135.0,28770194.0,78254884.0,129783953.0,63956841.0,74787669.0,205435942.0,,,,,,,,,,2802.3651,19893.3325,47398.027,79227.359,108634.894,179212.978,91682.315,10171.5474,11797.6111,21657.784600000003
2007,MT,West,Medicare Only,142133,119116,62068,57048,0.0068,0.0932,0.774,0.126,0.513,0.487,0.956,0.0015,0.0029,0.0077,0.0259,0.0058,0.0069,0.0689,0.123,0.169,0.262,0.388,0.219,0.0265,0.0259,0.0436,66926.0,76476.0,73680.0,31454.0,63217.0,843885460,241595558.0,2144344.0,28077140.0,53160448.0,16487854.0,25728810.0,66727730.0,,,,,,,,,,980.7177,9792.9637,17482.359,24020.477000000003,37238.846000000005,55147.604,31127.127,3681.2446999999997,3766.5245,6196.9988
2007,NC,Southeast,Medicare Only,1121842,926746,508156,418590,0.0093,0.128,0.764,0.0985,0.542,0.458,0.841,0.138,0.0045,0.0069,0.003,0.0064,0.0085,0.0693,0.123,0.241,0.4,0.515,0.254,0.0322,0.0328,0.061,568898.0,650434.0,754923.0,271753.0,483542.0,7707428790,2170749100.0,32329737.0,226199965.0,429761906.0,211459150.0,204049736.0,619355259.0,,,,,,,,,,9535.657000000001,77743.6506,137986.566,270363.92199999996,448736.80000000005,577748.63,284947.868,36796.4176,36123.3124,68432.362
2007,ND,Midwest,Medicare Only,95050,84247,46725,37522,0.0068,0.0684,0.774,0.151,0.544,0.456,0.97,0.0015,0.002,0.003,0.0178,0.0058,0.0086,0.0675,0.138,0.205,0.355,0.472,0.271,0.0232,0.0298,0.0581,46976.0,58977.0,57583.0,24529.0,56837.0,579669987,171528630.0,2425167.0,18525369.0,33497783.0,11494499.0,14630763.0,57249901.0,,,,,,,,,,817.43,6415.875,13116.900000000001,19485.25,33742.75,44863.6,25758.550000000003,2832.4900000000002,2205.16,5522.405
2007,NE,Midwest,Medicare Only,240922,205050,114812,90237,0.0069,0.0723,0.777,0.144,0.55,0.45,0.953,0.0218,0.0043,0.0132,0.0025,0.0053,0.0077,0.0816,0.135,0.195,0.313,0.455,0.269,0.0271,0.031,0.0614,124679.0,141913.0,157819.0,56470.0,127260.0,1661800803,480993227.0,6116761.0,65140277.0,95530348.0,36350984.0,40607285.0,138073677.0,,,,,,,,,,1855.0994,19659.235200000003,32524.47,46979.79,75408.586,109619.51000000001,64808.018000000004,7468.582,6528.986199999999,14792.6108
2007,NH,Northeast,Medicare Only,184849,165492,90589,74903,0.0143,0.109,0.758,0.119,0.537,0.463,0.971,0.0112,0.0045,0.0067,0.0004,0.0063,0.0087,0.0854,0.117,0.214,0.427,0.502,0.254,0.0308,0.0371,0.074,91375.0,109993.0,108770.0,37524.0,60653.0,1186016972,370198910.0,12893205.0,19366388.0,65031702.0,25178395.0,25296684.0,74092431.0,,,,,,,,,,1608.1862999999998,15786.1046,21627.333000000002,39557.686,78930.523,92794.198,46951.646,6857.8979,5693.349200000001,13678.826
2007,NJ,Northeast,Medicare Only,1120541,928356,527034,401322,0.0084,0.086,0.769,0.137,0.559,0.441,0.832,0.0891,0.0201,0.0488,0.0003,0.0097,0.0092,0.0942,0.182,0.271,0.498,0.586,0.388,0.0443,0.0386,0.159,599774.0,648901.0,751713.0,209101.0,433537.0,9858603395,3008997029.0,80923647.0,267860711.0,622041920.0,377284267.0,141816183.0,654293003.0,,,,,,,,,,10308.9772,105554.96220000001,203938.462,303666.61100000003,558029.418,656637.026,434769.908,43252.882600000004,49639.9663,178166.019
2007,NM,Southwest,Medicare Only,237811,164978,84244,80734,0.0097,0.114,0.769,0.107,0.512,0.488,0.682,0.0145,0.0056,0.257,0.0357,0.006,0.007,0.0481,0.123,0.2,0.317,0.421,0.226,0.0273,0.0367,0.0633,87578.0,99548.0,106648.0,41512.0,91192.0,1445812585,324150760.0,5592173.0,31918296.0,68126840.0,30985774.0,39912957.0,87446259.0,,,,,,,,,,1664.6770000000001,11438.7091,29250.753,47562.200000000004,75386.087,100118.431,53745.286,8727.663700000001,6492.2403,15053.4363
2007,NV,West,Medicare Only,294908,184249,92007,92242,0.0105,0.104,0.8,0.0857,0.504,0.496,0.821,0.0595,0.0347,0.0649,0.0058,0.014,0.0065,0.0592,0.116,0.201,0.371,0.455,0.259,0.0335,0.0325,0.0804,101719.0,117081.0,127313.0,42057.0,127618.0,2190086345,420214663.0,11181680.0,45980698.0,108376353.0,68665506.0,41595465.0,128392486.0,,,,,,,,,,1916.9019999999998,17458.5536,34209.328,59276.508,109410.868,134183.14,76381.172,9584.51,9879.418000000001,23710.6032
2007,NY,Northeast,Medicare Only,2259095,1509372,835901,673471,0.0079,0.102,0.757,0.133,0.549,0.451,0.821,0.0963,0.0185,0.0505,0.001,0.013,0.0083,0.084,0.162,0.253,0.453,0.534,0.35,0.037,0.0341,0.115,919849.0,1031735.0,1148749.0,336747.0,835937.0,17933002824,4546455975.0,164264994.0,371914267.0,990306396.0,583907286.0,223303485.0,952773309.0,,,,,,,,,,18750.4885,189763.98,365973.39,571551.035,1023370.035,1206356.73,790683.25,77035.13949999999,83586.515,259795.92500000002
2007,OH,Midwest,Medicare Only,1606946,1225674,679008,546666,0.0095,0.0867,0.777,0.127,0.55,0.45,0.906,0.0757,0.0051,0.0075,0.0003,0.0057,0.0098,0.081,0.158,0.25,0.441,0.562,0.322,0.0383,0.0372,0.101,762321.0,863144.0,943612.0,339404.0,573655.0,11949322527,3252598634.0,86018573.0,291594481.0,596731705.0,272780791.0,238201112.0,670496267.0,,,,,,,,,,15748.0708,130162.626,253897.468,401736.5,708663.186,903103.6520000001,517436.612,59778.3912,61546.031800000004,162301.546
2007,OK,Southwest,Medicare Only,485747,401776,216037,185739,0.0097,0.113,0.767,0.11,0.532,0.468,0.873,0.0423,0.0044,0.0112,0.0636,0.0051,0.0093,0.0627,0.157,0.214,0.352,0.506,0.314,0.0363,0.0315,0.0772,234498.0,272086.0,299813.0,111813.0,216778.0,3458858873,926862934.0,28344656.0,118602084.0,179428736.0,91065847.0,89533629.0,262725890.0,,,,,,,,,,4517.447099999999,30456.336900000002,76262.279,103949.858,170982.944,245787.982,152524.558,15301.0305,17632.6161,37499.6684
2007,OR,West,Medicare Only,508281,287285,148375,138910,0.007,0.087,0.769,0.137,0.53,0.47,0.949,0.0087,0.0122,0.0158,0.0063,0.0076,0.008,0.0741,0.121,0.186,0.314,0.404,0.203,0.0288,0.0313,0.0607,155774.0,178714.0,200064.0,69701.0,260963.0,3318551659,645332138.0,7138443.0,63405490.0,117448340.0,44832963.0,51612243.0,243689508.0,,,,,,,,,,4066.248,37663.6221,61502.001,94540.266,159600.234,205345.524,103181.043,15909.195300000001,14638.4928,30852.6567
2007,PA,Northeast,Medicare Only,1921957,1211455,679214,532241,0.0071,0.0877,0.765,0.14,0.555,0.445,0.92,0.0587,0.0063,0.0096,0.0002,0.0054,0.0103,0.0929,0.158,0.248,0.458,0.56,0.331,0.0433,0.0346,0.17,760197.0,815275.0,879445.0,313197.0,926272.0,15531746913,3307709362.0,73333964.0,341966355.0,637006597.0,274113772.0,212441876.0,1131887447.0,,,,,,,,,,19796.1571,178549.8053,303669.206,476645.336,880256.306,1076295.9200000002,636167.767,66499.7122,83220.7381,326732.69
2007,RI,Northeast,Medicare Only,145005,77246,43128,34118,0.008,0.103,0.743,0.147,0.555,0.445,0.936,0.0205,0.0063,0.0251,0.0011,0.0108,0.0099,0.0889,0.138,0.223,0.46,0.561,0.309,0.034,0.0225,0.165,46964.0,52414.0,58110.0,16864.0,76702.0,1119027759,211570972.0,7084375.0,12988573.0,38848004.0,19716954.0,9702647.0,78383541.0,,,,,,,,,,1435.5495,12890.944500000001,20010.690000000002,32336.115,66702.3,81347.80500000001,44806.545,3262.6124999999997,4930.17,23925.825
2007,SC,Southeast,Medicare Only,584274,513292,277741,235551,0.0099,0.136,0.758,0.0958,0.534,0.466,0.811,0.175,0.0036,0.0063,0.0005,0.0044,0.0079,0.0696,0.126,0.25,0.435,0.559,0.27,0.037,0.03,0.0729,319584.0,359937.0,416142.0,149198.0,221992.0,4057091893,1208118499.0,21605032.0,146276577.0,256196735.0,126769621.0,114012151.0,304947080.0,,,,,,,,,,4615.7646,40665.4704,73618.524,146068.5,254159.19,326609.166,157753.98,17528.22,21618.138,42593.57460000001
2007,SD,Midwest,Medicare Only,115491,102818,56211,46607,0.0066,0.0719,0.781,0.141,0.534,0.466,0.963,0.0021,0.0024,0.0035,0.0244,0.0046,0.0078,0.0652,0.129,0.184,0.299,0.43,0.233,0.0228,0.0296,0.0573,58996.0,69179.0,77553.0,28182.0,62678.0,702984158,213410044.0,3643123.0,20961035.0,42855025.0,16285655.0,19914301.0,63359952.0,,,,,,,,,,900.8298,7530.013199999999,14898.339,21250.344,34531.809,49661.13,26909.403000000002,3418.5336,2633.1948,6617.6343
2007,TN,Southeast,Medicare Only,753593,584379,319750,264629,0.0053,0.105,0.783,0.106,0.541,0.459,0.907,0.0807,0.0034,0.0043,0.0004,0.0042,0.0092,0.0705,0.141,0.232,0.382,0.53,0.291,0.0367,0.0273,0.0744,354512.0,407427.0,471303.0,172453.0,337604.0,5307677744,1347575760.0,38660287.0,168667389.0,253950049.0,128210927.0,130543094.0,424218973.0,,,,,,,,,,6933.0556,53128.30649999999,106256.61299999998,174833.576,287872.526,399404.29000000004,219295.563,20573.088900000002,27656.863100000002,56067.3192
2007,TX,Southwest,Medicare Only,2257922,1830177,978986,851191,0.0118,0.107,0.777,0.104,0.527,0.473,0.762,0.0847,0.0111,0.136,0.0015,0.0052,0.0081,0.0669,0.157,0.227,0.39,0.51,0.308,0.0384,0.0363,0.0917,1080096.0,1238583.0,1404612.0,494635.0,897447.0,18048770275,4406798471.0,140738806.0,552116690.0,986794716.0,545209923.0,419713377.0,1149279626.0,,,,,,,,,,18289.1682,151054.9818,354493.754,512548.294,880589.5800000001,1151540.22,695439.976,81962.5686,86704.20479999999,207051.4474
2007,UT,West,Medicare Only,236689,169127,91400,77727,0.0116,0.0795,0.789,0.12,0.531,0.469,0.944,0.0041,0.0116,0.0308,0.0031,0.0067,0.0057,0.07,0.145,0.205,0.267,0.383,0.231,0.0306,0.0219,0.0724,105799.0,107498.0,119871.0,48513.0,98934.0,1546124231,339075015.0,4403500.0,41839747.0,84891703.0,28224622.0,48226772.0,106386238.0,,,,,,,,,,1349.1273,16568.230000000003,34319.905,48521.244999999995,63195.963,90651.887,54675.159,5183.4891,7242.6834,17136.283600000002
